,ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion,CTR,CPC,CostPerConv_Total,CostPerConv_Approved,CPM
305,778156,936,115804,30-34,0,28,9388,2,3.140000105,1,0,0.0213,1.57,3.14,3.140000105,0.33
375,780867,936,116285,30-34,1,21,4706,1,1.220000029,1,0,0.0212,1.22,1.22,1.220000029,0.26
2,708749,916,103917,30-34,0,16,17861,2,1.820000023,2,0,0.0112,0.91,0.91,1.820000023,0.1
298,778048,936,115786,30-34,0,27,56615,12,19.88000035,2,0,0.0212,1.66,9.94,19.88000035,0.35
290,777742,936,115735,35-39,0,64,4726,1,1.830000043,1,1,0.0212,1.83,1.83,1.83,0.39
416,782242,936,116519,30-34,1,28,4783,1,0.860000014,1,0,0.0209,0.86,0.86,0.860000014,0.18
286,777627,936,115715,45-49,0,16,157534,33,56.19000077,2,0,0.0209,1.70,28.095,56.19000077,0.36
378,781114,936,116331,40-44,1,18,4813,1,1.029999971,1,0,0.0208,1.03,1.03,1.029999971,0.21
314,778483,936,115858,40-44,1,18,24188,5,8.179999828,1,0,0.0207,1.64,8.18,8.179999828,0.34
266,776928,936,115586,35-39,0,10,9750,2,1.5,1,1,0.0205,0.75,1.5,1.5,0.15
278,777261,936,115641,40-44,0,29,19603,4,5.279999971,1,1,0.0204,1.32,5.28,5.28,0.27
127,737658,936,109633,45-49,0,18,4919,1,1.590000033,1,0,0.0203,1.59,1.59,1.590000033,0.32
167,747514,936,110886,40-44,0,16,14843,3,2.939999938,1,1,0.0202,0.98,2.94,2.94,0.2
285,777625,936,115715,45-49,0,16,59433,12,19.65999949,3,0,0.0202,1.64,6.5533,19.65999949,0.33
354,780104,936,116147,30-34,1,25,4971,1,1.230000019,1,1,0.0201,1.23,1.23,1.23,0.25
476,951133,936,123616,35-39,0,16,9948,2,2.720000029,2,0,0.0201,1.36,1.36,2.720000029,0.27
134,738006,936,109717,30-34,1,27,34740,7,13.41000009,1,1,0.0201,1.92,13.41,13.41,0.39
473,951046,936,123601,30-34,1,16,20050,4,4.659999847,4,1,0.02,1.17,1.165,4.66,0.23
261,776829,936,115569,45-49,0,16,140098,28,46.63000011,1,0,0.02,1.67,46.63,46.63000011,0.33
90,734925,936,108774,35-39,1,10,5024,1,1.409999967,1,1,0.0199,1.41,1.41,1.41,0.28
229,776534,936,115520,45-49,1,63,15105,3,4.25999999,1,0,0.0199,1.42,4.26,4.25999999,0.28
312,778461,936,115854,40-44,0,29,10090,2,2.650000095,1,1,0.0198,1.33,2.65,2.65,0.26
10,708958,916,103952,30-34,0,28,9502,3,3.159999967,1,0,0.0316,1.05,3.16,3.159999967,0.33
139,738408,936,109813,40-44,1,16,20233,4,5.590000153,3,0,0.0198,1.40,1.8633,5.590000153,0.28
393,781508,936,116397,30-34,1,63,5040,1,1.440000057,1,0,0.0198,1.44,1.44,1.440000057,0.29
188,748007,936,110968,35-39,1,27,10164,2,3.720000029,1,1,0.0197,1.86,3.72,3.72,0.37
341,779715,936,116077,30-34,1,29,20409,4,3.829999924,1,0,0.0196,0.96,3.83,3.829999924,0.19
176,747798,936,110934,30-34,1,16,25884,5,7.350000143,1,0,0.0193,1.47,7.35,7.350000143,0.28
291,777758,936,115737,30-34,0,19,5209,1,0.959999979,2,0,0.0192,0.96,0.48,0.959999979,0.18
50,711623,916,104396,40-44,1,15,3812,1,1.129999995,2,1,0.0262,1.13,0.565,1.13,0.3
363,780655,936,116244,30-34,1,29,20941,4,5.909999967,1,1,0.0191,1.48,5.91,5.91,0.28
89,734903,936,108770,30-34,1,64,5323,1,1.289999962,1,1,0.0188,1.29,1.29,1.29,0.24
1010,1122217,1178,144726,45-49,1,19,719083,206,299.5299983,12,5,0.0286,1.45,24.9608,59.906,0.42
373,780830,936,116279,45-49,1,16,16053,3,4.079999924,1,1,0.0187,1.36,4.08,4.08,0.25
262,776831,936,115569,45-49,0,16,107021,20,34.44000012,1,0,0.0187,1.72,34.44,34.44000012,0.32
20,709183,916,103989,35-39,0,16,21026,4,4.630000114,2,1,0.019,1.16,2.315,4.63,0.22
61,734290,936,108668,30-34,0,29,5374,1,1.039999962,4,0,0.0186,1.04,0.26,1.039999962,0.19
235,776579,936,115527,30-34,1,10,26910,5,7.229999781,1,0,0.0186,1.45,7.23,7.229999781,0.27
85,734856,936,108762,30-34,1,27,5453,1,1.389999986,1,1,0.0183,1.39,1.39,1.39,0.25
239,776631,936,115536,40-44,0,29,10960,2,2.890000105,1,0,0.0182,1.45,2.89,2.890000105,0.26
469,951033,936,123599,30-34,1,10,5517,1,1.230000019,1,0,0.0181,1.23,1.23,1.230000019,0.22
444,950452,936,123502,45-49,0,16,5537,1,1.519999981,1,0,0.0181,1.52,1.52,1.519999981,0.27
39,710617,916,104228,30-34,1,15,5014,1,1.190000057,1,0,0.0199,1.19,1.19,1.190000057,0.24
121,737130,936,109507,35-39,0,16,11199,2,2.680000067,1,0,0.0179,1.34,2.68,2.680000067,0.24
78,734785,936,108750,30-34,1,10,5576,1,1.529999971,1,1,0.0179,1.53,1.53,1.53,0.27
325,778756,936,115904,35-39,1,63,5602,1,1.580000043,1,0,0.0179,1.58,1.58,1.580000043,0.28
240,776643,936,115538,30-34,0,15,33491,6,10.56999969,2,1,0.0179,1.76,5.285,10.57,0.32
80,734796,936,108752,30-34,1,16,39337,7,10.03000009,1,1,0.0178,1.43,10.03,10.03,0.25
1012,1122224,1178,144727,45-49,1,20,260945,73,100.8800011,2,2,0.028,1.38,50.44,50.44,0.39
32,709901,916,104109,40-44,0,16,23817,7,8.470000148,1,1,0.0294,1.21,8.47,8.47,0.36
408,782026,936,116483,30-34,1,18,5704,1,1.320000052,1,0,0.0175,1.32,1.32,1.320000052,0.23
301,778112,936,115796,35-39,0,29,11446,2,3.090000033,1,1,0.0175,1.55,3.09,3.09,0.27
1020,1122249,1178,144732,45-49,1,25,300637,84,116.9899981,2,0,0.0279,1.39,58.495,116.9899981,0.39
47,710961,916,104285,35-39,1,25,2508,1,1.220000029,1,0,0.0399,1.22,1.22,1.220000029,0.49
480,951282,936,123641,35-39,1,16,5775,1,1.580000043,1,1,0.0173,1.58,1.58,1.58,0.27
349,779922,936,116111,30-34,1,18,5823,1,1.419999957,1,1,0.0172,1.42,1.42,1.42,0.24
380,781162,936,116339,40-44,1,10,5839,1,1.370000005,1,0,0.0171,1.37,1.37,1.370000005,0.23
130,737896,936,109689,30-34,1,16,17553,3,4.590000153,1,0,0.0171,1.53,4.59,4.590000153,0.26
381,781175,936,116341,40-44,1,15,5859,1,1.539999962,1,0,0.0171,1.54,1.54,1.539999962,0.26
475,951105,936,123611,45-49,0,16,5894,1,1.539999962,1,1,0.017,1.54,1.54,1.54,0.26
430,782862,936,116623,35-39,1,64,5912,1,1.559999943,1,1,0.0169,1.56,1.56,1.56,0.26
288,777670,936,115723,40-44,0,16,23769,4,6.029999852,1,0,0.0168,1.51,6.03,6.029999852,0.25
1023,1122257,1178,144733,45-49,1,26,669671,186,259.1799988,4,1,0.0278,1.39,64.795,259.18,0.39
960,1122079,1178,144703,40-44,1,21,25382,7,9.609999895,1,0,0.0276,1.37,9.61,9.609999895,0.38
4,708815,916,103928,30-34,0,28,4259,1,1.25,1,0,0.0235,1.25,1.25,1.25,0.29
169,747659,936,110910,45-49,0,16,12186,2,2.669999957,1,0,0.0164,1.34,2.67,2.669999957,0.22
1032,1122271,1178,144735,45-49,1,28,348542,96,134.889999,2,0,0.0275,1.41,67.445,134.889999,0.39
403,781929,936,116467,30-34,0,18,6142,1,1.330000043,1,0,0.0163,1.33,1.33,1.330000043,0.22
360,780511,936,116220,30-34,1,63,6175,1,1.370000005,2,1,0.0162,1.37,0.685,1.37,0.22
978,1122138,1178,144713,40-44,1,31,47229,13,19.27999985,1,0,0.0275,1.48,19.28,19.27999985,0.41
65,734361,936,108680,35-39,0,16,12382,2,2.839999914,1,1,0.0162,1.42,2.84,2.84,0.23
8,708895,916,103941,30-34,0,16,10951,1,1.269999981,1,1,0.0091,1.27,1.27,1.27,0.12
1043,1122308,1178,144741,45-49,1,63,427772,117,159.299999,3,1,0.0274,1.36,53.1,159.3,0.37
432,950078,936,123440,30-34,0,16,12396,2,3.210000038,2,1,0.0161,1.61,1.605,3.21,0.26
1046,1122312,1178,144742,45-49,1,64,479882,131,178.6700007,6,0,0.0273,1.36,29.7783,178.6700007,0.37
156,747222,936,110838,30-34,0,16,12489,2,1.960000038,1,0,0.016,0.98,1.96,1.960000038,0.16
411,782135,936,116501,30-34,1,16,25267,4,4.940000057,2,1,0.0158,1.24,2.47,4.94,0.2
1025,1122260,1178,144733,45-49,1,26,536248,146,187.7399978,3,0,0.0272,1.29,62.58,187.7399978,0.35
389,781354,936,116371,35-39,1,10,6424,1,0.529999971,1,0,0.0156,0.53,0.53,0.529999971,0.08
392,781499,936,116395,35-39,0,15,6412,1,1.370000005,1,0,0.0156,1.37,1.37,1.370000005,0.21
1029,1122267,1178,144735,45-49,1,28,288517,78,102.3900002,3,0,0.027,1.31,34.13,102.3900002,0.35
1040,1122290,1178,144738,45-49,1,31,104347,28,38.13999993,4,3,0.0268,1.36,9.535,12.7133,0.37
5,708818,916,103928,30-34,0,28,4133,1,1.289999962,1,1,0.0242,1.29,1.29,1.29,0.31
351,779979,936,116121,35-39,0,16,25817,4,6.019999981,1,0,0.0155,1.51,6.02,6.019999981,0.23
339,779644,936,116065,30-34,1,16,51816,8,10.2299999,2,1,0.0154,1.28,5.115,10.23,0.2
971,1122113,1178,144709,40-44,1,27,913929,245,340.4099993,7,2,0.0268,1.39,48.63,170.205,0.37
37,710480,916,104205,30-34,1,16,57665,14,18.06999969,1,1,0.0243,1.29,18.07,18.07,0.31
417,782275,936,116525,30-34,1,29,6475,1,1.350000024,1,0,0.0154,1.35,1.35,1.350000024,0.21
968,1122107,1178,144708,40-44,1,26,682046,183,254.419997,4,2,0.0268,1.39,63.605,127.21,0.37
427,782754,936,116605,35-39,1,26,6532,1,1.610000014,1,0,0.0153,1.61,1.61,1.610000014,0.25
442,950326,936,123481,35-39,0,16,6607,1,1.320000052,2,0,0.0151,1.32,0.66,1.320000052,0.2
22,709323,916,104012,35-39,0,15,7132,2,2.609999895,1,0,0.028,1.31,2.61,2.609999895,0.37
1036,1122277,1178,144736,45-49,1,29,854940,227,297.9100007,8,3,0.0266,1.31,37.2388,99.3033,0.35
161,747369,936,110862,35-39,0,16,13355,2,3.180000067,1,1,0.015,1.59,3.18,3.18,0.24
1030,1122268,1178,144735,45-49,1,28,202231,53,67.13000107,3,1,0.0262,1.27,22.3767,67.13,0.33
260,776825,936,115568,45-49,0,18,7410,1,1.210000038,1,0,0.0135,1.21,1.21,1.210000038,0.16
974,1122121,1178,144710,40-44,1,28,133419,35,48.18000007,2,1,0.0262,1.38,24.09,48.18,0.36
1034,1122274,1178,144736,45-49,1,29,526923,138,198.0899972,2,1,0.0262,1.44,99.045,198.09,0.38
1038,1122282,1178,144737,45-49,1,30,22859,6,9.419999838,1,0,0.0262,1.57,9.42,9.419999838,0.41
983,1122149,1178,144715,40-44,1,36,72741,19,24.33000016,2,0,0.0261,1.28,12.165,24.33000016,0.33
962,1122089,1178,144705,40-44,1,23,195220,51,78.06000042,1,0,0.0261,1.53,78.06,78.06000042,0.4
388,781353,936,116371,35-39,1,10,7449,1,1.639999986,1,1,0.0134,1.64,1.64,1.64,0.22
40,710623,916,104229,30-34,1,16,38726,7,9.220000267,1,0,0.0181,1.32,9.22,9.220000267,0.24
33,710045,916,104133,45-49,0,16,47224,12,15.82000017,1,0,0.0254,1.32,15.82,15.82000017,0.33
979,1122139,1178,144713,40-44,1,31,92263,24,34.03000015,1,0,0.026,1.42,34.03,34.03000015,0.37
322,778689,936,115892,30-34,0,28,7453,1,1.679999948,1,1,0.0134,1.68,1.68,1.68,0.23
410,782134,936,116501,30-34,1,16,37873,5,6.169999957,1,1,0.0132,1.23,6.17,6.17,0.16
218,776464,936,115508,45-49,1,29,7550,1,1.679999948,1,1,0.0132,1.68,1.68,1.68,0.22
319,778626,936,115882,30-34,0,29,7629,1,0.720000029,1,1,0.0131,0.72,0.72,0.72,0.09
250,776696,936,115547,30-34,0,10,7966,1,1.179999948,1,1,0.0126,1.18,1.18,1.18,0.15
157,747223,936,110838,30-34,0,16,8032,1,0.600000024,2,0,0.0125,0.60,0.3,0.600000024,0.07
961,1122085,1178,144704,40-44,1,22,65726,17,22.12000012,2,0,0.0259,1.30,11.06,22.12000012,0.34
980,1122140,1178,144713,40-44,1,31,81551,21,29.67000008,1,0,0.0258,1.41,29.67,29.67000008,0.36
342,779716,936,116077,30-34,1,29,8044,1,1.110000014,1,0,0.0124,1.11,1.11,1.110000014,0.14
308,778264,936,115822,40-44,1,27,8152,1,0.99000001,1,0,0.0123,0.99,0.99,0.99000001,0.12
992,1122183,1178,144721,40-44,1,66,66017,17,24.22000015,1,0,0.0258,1.42,24.22,24.22000015,0.37
253,776699,936,115547,30-34,0,10,8213,1,1.379999995,1,1,0.0122,1.38,1.38,1.38,0.17
1024,1122258,1178,144733,45-49,1,26,108655,28,46.92000186,1,0,0.0258,1.68,46.92,46.92000186,0.43
233,776553,936,115523,30-34,1,16,66765,8,11.04999971,1,0,0.012,1.38,11.05,11.04999971,0.17
337,779622,936,116061,30-34,1,15,8613,1,0.889999986,2,0,0.0116,0.89,0.445,0.889999986,0.1
946,1122027,1178,144695,35-39,1,7,128616,33,48.54999948,2,0,0.0257,1.47,24.275,48.54999948,0.38
1027,1122265,1178,144734,45-49,1,27,1428421,367,541.7000023,10,0,0.0257,1.48,54.17,541.7000023,0.38
222,776476,936,115510,30-34,0,16,43756,5,5.439999938,0,0,0.0114,1.09,5.439999938,5.439999938,0.12
996,1122193,1178,144722,45-49,1,10,1358324,346,465.0799981,8,2,0.0255,1.34,58.135,232.54,0.34
53,711877,916,104438,45-49,1,63,17572,7,9.379999995,1,0,0.0398,1.34,9.38,9.379999995,0.53
230,776538,936,115521,30-34,1,15,8774,1,1.830000043,1,0,0.0114,1.83,1.83,1.830000043,0.21
244,776662,936,115541,30-34,0,16,27072,3,4.370000005,1,0,0.0111,1.46,4.37,4.370000005,0.16
362,780653,936,116244,30-34,1,29,9076,1,1.379999995,1,1,0.011,1.38,1.38,1.38,0.15
340,779645,936,116065,30-34,1,16,27289,3,4.429999828,1,0,0.011,1.48,4.43,4.429999828,0.16
966,1122103,1178,144707,40-44,1,25,270124,69,95.84999895,2,0,0.0255,1.39,47.925,95.84999895,0.35
248,776686,936,115545,40-44,0,16,18709,2,3.319999933,1,0,0.0107,1.66,3.32,3.319999933,0.18
970,1122112,1178,144709,40-44,1,27,1083259,276,390.2599992,11,0,0.0255,1.41,35.4782,390.2599992,0.36
338,779631,936,116063,35-39,1,16,9730,1,1.379999995,1,0,0.0103,1.38,1.38,1.379999995,0.14
1004,1122209,1178,144725,45-49,1,18,890295,227,332.9899989,1,0,0.0255,1.47,332.99,332.9899989,0.37
241,776644,936,115538,30-34,0,15,20083,2,3.200000048,2,1,0.01,1.60,1.6,3.2,0.16
398,781811,936,116447,35-39,1,16,10186,1,1.230000019,1,1,0.0098,1.23,1.23,1.23,0.12
1048,1122316,1178,144743,45-49,1,65,346688,88,114.8599998,2,0,0.0254,1.31,57.43,114.8599998,0.33
1044,1122310,1178,144742,45-49,1,64,536457,136,193.6599991,2,1,0.0254,1.42,96.83,193.66,0.36
44,710836,916,104265,30-34,1,29,22221,7,9.430000067,1,1,0.0315,1.35,9.43,9.43,0.42
232,776552,936,115523,30-34,1,16,21596,2,2.809999943,1,0,0.0093,1.41,2.81,2.809999943,0.13
1042,1122304,1178,144741,45-49,1,63,1111156,282,402.3000026,5,0,0.0254,1.43,80.46,402.3000026,0.36
220,776473,936,115510,30-34,0,16,23086,2,3.310000062,1,1,0.0087,1.66,3.31,3.31,0.14
231,776551,936,115523,30-34,1,16,14459,1,1.389999986,1,0,0.0069,1.39,1.39,1.389999986,0.1
243,776661,936,115541,30-34,0,16,15466,1,0.970000029,1,0,0.0065,0.97,0.97,0.970000029,0.06
1047,1122313,1178,144742,45-49,1,64,358261,91,130.3600011,1,0,0.0254,1.43,130.36,130.3600011,0.36
973,1122120,1178,144710,40-44,1,28,181053,46,66.27999985,3,1,0.0254,1.44,22.0933,66.28,0.37
439,950183,936,123457,30-34,0,16,15720,1,1.379999995,1,0,0.0064,1.38,1.38,1.379999995,0.09
245,776663,936,115541,30-34,0,16,15753,1,0.569999993,1,1,0.0063,0.57,0.57,0.57,0.04
994,1122191,1178,144722,45-49,1,10,382776,97,132.7300007,5,1,0.0253,1.37,26.546,132.73,0.35
967,1122105,1178,144708,40-44,1,26,303971,77,106.9299998,11,6,0.0253,1.39,9.7209,17.8217,0.35
965,1122102,1178,144707,40-44,1,25,138154,35,48.93999863,1,0,0.0253,1.40,48.94,48.93999863,0.35
221,776475,936,115510,30-34,0,16,16425,1,1.549999952,1,0,0.0061,1.55,1.55,1.549999952,0.09
55,734209,936,108654,30-34,0,10,1772,0,0,1,1,0,0.00,0,0,0
58,734243,936,108660,30-34,0,21,739,0,0,1,1,0,0.00,0,0,0
59,734266,936,108664,30-34,0,25,605,0,0,1,0,0,0.00,0,0,0
60,734272,936,108665,30-34,0,26,1030,0,0,1,0,0,0.00,0,0,0
969,1122109,1178,144708,40-44,1,26,328365,83,117.3400005,2,1,0.0253,1.41,58.67,117.34,0.36
1026,1122262,1178,144734,45-49,1,27,1055017,265,380.6599952,16,2,0.0251,1.44,23.7912,190.33,0.36
62,734313,936,108672,30-34,0,36,790,0,0,1,1,0,0.00,0,0,0
63,734314,936,108672,30-34,0,36,962,0,0,1,0,0,0.00,0,0,0
67,734399,936,108686,35-39,0,23,239,0,0,1,0,0,0.00,0,0,0
1022,1122254,1178,144732,45-49,1,25,282899,71,105.6600007,1,0,0.0251,1.49,105.66,105.6600007,0.37
963,1122092,1178,144705,40-44,1,23,107501,27,40.87999928,2,2,0.0251,1.51,20.44,20.44,0.38
68,734418,936,108689,35-39,0,26,591,0,0,1,0,0,0.00,0,0,0
1039,1122288,1178,144738,45-49,1,31,51754,13,20.51999998,1,0,0.0251,1.58,20.52,20.51999998,0.4
73,734605,936,108720,40-44,0,36,834,0,0,1,0,0,0.00,0,0,0
74,734660,936,108729,45-49,0,18,1299,0,0,2,0,0,0.00,0,0,0
990,1122177,1178,144720,40-44,1,7,47929,12,14.58999991,1,1,0.025,1.22,14.59,14.59,0.3
1035,1122276,1178,144736,45-49,1,29,264386,66,91.00000054,4,1,0.025,1.38,22.75,91,0.34
75,734666,936,108730,45-49,0,19,371,0,0,1,0,0,0.00,0,0,0
995,1122192,1178,144722,45-49,1,10,548250,137,201.6000042,5,1,0.025,1.47,40.32,201.6,0.37
1028,1122266,1178,144734,45-49,1,27,1088027,272,409.5600026,9,4,0.025,1.51,45.5067,102.39,0.38
1016,1122233,1178,144729,45-49,1,22,436943,109,145.8199974,1,1,0.0249,1.34,145.82,145.82,0.33
77,734737,936,108742,45-49,0,31,839,0,0,1,0,0,0.00,0,0,0
79,734794,936,108752,30-34,1,16,4010,0,0,1,0,0,0.00,0,0,0
81,734800,936,108753,30-34,1,18,1635,0,0,1,0,0,0.00,0,0,0
82,734803,936,108753,30-34,1,18,1631,0,0,1,0,0,0.00,0,0,0
1015,1122232,1178,144729,45-49,1,22,221561,55,76.75999916,1,0,0.0248,1.40,76.76,76.75999916,0.35
998,1122200,1178,144723,45-49,1,15,559554,139,195.0799994,2,0,0.0248,1.40,97.54,195.0799994,0.35
88,734901,936,108770,30-34,1,64,1554,0,0,1,0,0,0.00,0,0,0
944,1122012,1178,144692,35-39,1,64,222739,55,68.55999959,5,2,0.0247,1.25,13.712,34.28,0.31
993,1122189,1178,144722,45-49,1,10,725043,179,238.4000007,5,3,0.0247,1.33,47.68,79.4667,0.33
1009,1122216,1178,144726,45-49,1,19,76785,19,25.45999998,3,0,0.0247,1.34,8.4867,25.45999998,0.33
95,735032,936,108791,35-39,1,32,498,0,0,1,1,0,0.00,0,0,0
982,1122146,1178,144714,40-44,1,32,319501,79,111.6500003,0,0,0.0247,1.41,111.6500003,111.6500003,0.35
1041,1122303,1178,144741,45-49,1,63,391998,97,142.0500025,3,1,0.0247,1.46,47.35,142.05,0.36
950,1122043,1178,144697,40-44,1,10,947657,233,321.8700004,8,4,0.0246,1.38,40.2338,80.4675,0.34
96,735033,936,108792,35-39,1,36,652,0,0,0,0,0,0.00,0,0,0
997,1122197,1178,144723,45-49,1,15,662249,163,234.9399992,2,0,0.0246,1.44,117.47,234.9399992,0.35
923,1121944,1178,144681,35-39,1,24,109723,27,40.9600004,1,0,0.0246,1.52,40.96,40.9600004,0.37
97,735043,936,108793,35-39,1,63,1357,0,0,1,1,0,0.00,0,0,0
1005,1122210,1178,144725,45-49,1,18,791817,194,282.490001,4,2,0.0245,1.46,70.6225,141.245,0.36
1013,1122225,1178,144728,45-49,1,21,40998,10,13.35000038,1,0,0.0244,1.34,13.35,13.35000038,0.33
28,709614,916,104061,40-44,0,16,19113,4,5.5200001,1,0,0.0209,1.38,5.52,5.5200001,0.29
98,735048,936,108794,35-39,1,64,1393,0,0,1,0,0,0.00,0,0,0
99,735065,936,108797,40-44,1,7,648,0,0,1,0,0,0.00,0,0,0
100,735109,936,108804,40-44,1,21,708,0,0,1,1,0,0.00,0,0,0
103,735151,936,108811,40-44,1,28,926,0,0,1,0,0,0.00,0,0,0
108,735242,936,108826,45-49,1,19,530,0,0,1,0,0,0.00,0,0,0
114,736890,936,109451,30-34,0,15,2522,0,0,1,0,0,0.00,0,0,0
115,736893,936,109452,30-34,0,16,3587,0,0,1,0,0,0.00,0,0,0
952,1122047,1178,144698,40-44,1,15,582725,142,194.8099988,9,2,0.0244,1.37,21.6456,97.405,0.33
1003,1122205,1178,144724,45-49,1,16,1015460,247,315.9000051,9,2,0.0243,1.28,35.1,157.95,0.31
1033,1122273,1178,144736,45-49,1,29,1097966,266,369.069997,16,8,0.0242,1.39,23.0669,46.1337,0.34
116,736977,936,109470,30-34,0,27,1273,0,0,1,0,0,0.00,0,0,0
945,1122022,1178,144694,35-39,1,2,20780,5,8.189999938,1,0,0.0241,1.64,8.19,8.189999938,0.39
118,736995,936,109473,30-34,0,29,1888,0,0,1,0,0,0.00,0,0,0
916,1121918,1178,144676,35-39,1,19,320657,77,115.8800026,2,0,0.024,1.50,57.94,115.8800026,0.36
1007,1122212,1178,144725,45-49,1,18,685211,164,247.3200026,4,3,0.0239,1.51,61.83,82.44,0.36
119,736997,936,109473,30-34,0,29,1895,0,0,1,0,0,0.00,0,0,0
1006,1122211,1178,144725,45-49,1,18,317601,76,115.6600008,1,0,0.0239,1.52,115.66,115.6600008,0.36
1045,1122311,1178,144742,45-49,1,64,179894,43,66.83999872,2,0,0.0239,1.55,33.42,66.83999872,0.37
729,1121499,1178,144607,40-44,0,25,264222,63,87.7899996,1,1,0.0238,1.39,87.79,87.79,0.33
120,737097,936,109498,35-39,0,7,715,0,0,1,0,0,0.00,0,0,0
123,737375,936,109565,40-44,0,10,1415,0,0,1,0,0,0.00,0,0,0
128,737674,936,109637,45-49,0,20,533,0,0,1,1,0,0.00,0,0,0
129,737766,936,109659,45-49,0,29,1447,0,0,1,1,0,0.00,0,0,0
986,1122160,1178,144717,40-44,1,64,173165,41,59.85000026,1,0,0.0237,1.46,59.85,59.85000026,0.35
958,1122075,1178,144703,40-44,1,21,46391,11,16.40999985,3,1,0.0237,1.49,5.47,16.41,0.35
947,1122039,1178,144697,40-44,1,10,258954,61,82.27999902,1,0,0.0236,1.35,82.28,82.27999902,0.32
988,1122166,1178,144718,40-44,1,65,118451,28,38.35000062,4,1,0.0236,1.37,9.5875,38.35,0.32
972,1122118,1178,144710,40-44,1,28,101586,24,33.47000039,2,1,0.0236,1.39,16.735,33.47,0.33
46,710880,916,104272,30-34,1,65,13019,5,6.960000038,1,0,0.0384,1.39,6.96,6.960000038,0.53
976,1122127,1178,144711,40-44,1,29,822023,194,288.3300035,6,0,0.0236,1.49,48.055,288.3300035,0.35
1001,1122203,1178,144724,45-49,1,16,699314,164,226.0300014,3,0,0.0235,1.38,75.3433,226.0300014,0.32
1107,1314377,1178,179944,35-39,1,106,485369,114,164.6400015,3,0,0.0235,1.44,54.88,164.6400015,0.34
132,737961,936,109706,30-34,1,23,523,0,0,1,0,0,0.00,0,0,0
915,1121917,1178,144676,35-39,1,19,238735,56,84.65999889,4,1,0.0235,1.51,21.165,84.66,0.35
