Date,SMB,HML,QMJ,BAB,MOM,RF,MKT,MKT_RF,NVDA,INTC
1/31/2007,0.001,-0.0011,-0.0032,0.0135,0.0021,0.0044,-0.019617963,-0.024017963,0.01141924,-0.052481076
2/28/2007,0.0132,-0.0009,-0.005,0.0116,-0.0135,0.0038,0.007592538,0.003792538,-0.071613123,-0.031603316
3/31/2007,-0.0006,-0.0022,0.0024,-0.0011,0.0247,0.0043,0.048437726,0.044137726,0.142808242,0.123889557
4/30/2007,-0.0206,-0.0115,-0.0017,0.0078,-0.0016,0.0044,0.033920024,0.029520024,0.053207447,0.031628035
5/31/2007,0.0003,-0.0005,0.006,-0.0106,-0.0026,0.0041,-0.018849633,-0.022949633,0.192551805,0.075877272
6/30/2007,0.0077,-0.0113,0.011,0.0077,0.0038,0.004,-0.027135204,-0.031135204,0.107722224,-0.005054453
7/31/2007,-0.0251,-0.0334,0.0235,-0.0062,0.028,0.004,0.012832843,0.008832843,0.11800727,0.090177311
8/31/2007,-0.0013,-0.0224,0.0135,-0.0291,0.0011,0.0042,0.033810028,0.029610028,0.062548714,0.008963952
9/30/2007,-0.0229,-0.0187,-0.0079,0.0137,0.0459,0.0032,0.018374781,0.015174781,-0.023730767,0.040216881
10/31/2007,0.0022,-0.0259,0.0011,0.0026,0.0496,0.0032,-0.038732244,-0.041932244,-0.108535878,-0.03048352
11/30/2007,-0.0263,-0.0118,0.0362,-0.0386,0.0093,0.0034,-0.016480556,-0.019880556,0.078630391,0.026567775
12/31/2007,0.002,-0.0052,0.0177,-0.0263,0.0652,0.0027,-0.055474633,-0.058174633,-0.277189948,-0.208552261
1/31/2008,-0.0089,0.0365,-0.0096,-0.0199,-0.0789,0.0021,-0.025842585,-0.027942585,-0.130134178,-0.053554609
2/29/2008,-0.0023,-0.0095,0.0213,0.0221,0.0614,0.0013,-0.013824804,-0.015124804,-0.074800837,0.067033325
3/31/2008,0.0094,-0.0015,0.0215,-0.0668,0.041,0.0017,0.052849062,0.051149062,0.038402596,0.050991525
4/30/2008,-0.0164,-0.0096,-0.0124,-0.0216,-0.002,0.0018,0.015116402,0.013316402,0.201946537,0.041329908
5/31/2008,0.0321,-0.0138,0.0118,0.0088,0.0321,0.0018,-0.088136406,-0.089936406,-0.242105444,-0.067804534
6/30/2008,0.0127,-0.0243,0.0329,0.0043,0.1254,0.0017,-0.004029182,-0.005729182,-0.388888676,0.033053708
7/31/2008,0.0247,0.0581,0.007,-0.0683,-0.0515,0.0015,0.015453969,0.013953969,0.104895244,0.030645105
8/31/2008,0.0361,0.0156,0.0254,-0.0134,-0.0405,0.0013,-0.099386796,-0.100686796,-0.152689935,-0.175900421
9/30/2008,-0.0113,0.0633,0.0342,-0.0931,0.0039,0.0015,-0.160354123,-0.161854123,-0.182072896,-0.14415353
10/31/2008,-0.0233,-0.0289,0.0871,-0.0497,0.078,0.0008,-0.069606903,-0.070406903,-0.147260414,-0.139114338
11/30/2008,-0.0299,-0.0594,0.079,-0.0363,0.0712,0.0003,0.001665215,0.001365215,0.080321189,0.071544979
12/31/2008,0.0359,-0.0024,-0.003,-0.0767,-0.0506,0,-0.074663138,-0.074663138,-0.014869872,-0.120054503
1/31/2009,-0.0001,-0.111,0.0334,0.1183,-0.0188,0,-0.107448959,-0.107448959,0.04150949,-0.012403123
2/28/2009,0.0017,-0.0725,0.0526,-0.0029,0.0413,0.0001,0.075611413,0.075511413,0.190821403,0.191902242
3/31/2009,-0.0009,0.0353,-0.0308,-0.0266,-0.1154,0.0002,0.107214931,0.107014931,0.164300154,0.04989996
4/30/2009,0.0483,0.0546,-0.0688,-0.0785,-0.3439,0.0001,0.058453507,0.058353507,-0.091463275,-0.003802121
5/31/2009,-0.0233,-0.0021,-0.0579,0.0635,-0.1244,0,-0.006268287,-0.006268287,0.082454637,0.061721259
6/30/2009,0.0261,-0.0271,0.0309,0.0913,0.0529,0.0001,0.080676352,0.080576352,0.145261096,0.163141736
7/31/2009,0.0207,0.0528,-0.044,-0.0364,-0.0536,0.0001,0.036939446,0.036839446,0.12296977,0.055584564
8/31/2009,-0.009,0.0776,-0.0636,-0.0218,-0.0883,0.0001,0.030548296,0.030448296,0.035123789,-0.029879786
9/30/2009,0.0245,0.0092,-0.0253,-0.0046,-0.0493,0.0001,-0.014553701,-0.014653701,-0.204257977,-0.02350512
10/31/2009,-0.0422,-0.0417,0.0558,0.0084,0.0262,0,0.06160691,0.06160691,0.09197301,0.004709428
11/30/2009,-0.0249,-0.0017,-0.0025,-0.0122,0.0029,0,0.013643832,0.013643832,0.430321848,0.07060206
12/31/2009,0.0611,0.0001,-0.0031,0.0097,0.0293,0.0001,-0.031154456,-0.031254456,-0.176124312,-0.049019784
1/31/2010,0.0038,0.0031,-0.0054,0.0097,-0.054,0,0.031194486,0.031194486,0.052631638,0.058247338
2/28/2010,0.012,0.0316,-0.0066,0.0076,0.0364,0,0.05652913,0.05652913,0.07407398,0.094413401
3/31/2010,0.0142,0.021,-0.0315,0.0152,0.0365,0.0001,0.019651699,0.019551699,-0.097126348,0.024674912
4/30/2010,0.0498,0.0281,-0.0356,0.015,0.032,0.0001,-0.079454602,-0.079554602,-0.163590142,-0.062171714
5/31/2010,0.0005,-0.0238,0.0246,-0.0063,-0.0014,0.0001,-0.056231203,-0.056331203,-0.222983079,-0.085566291
6/30/2010,-0.0197,-0.045,0.0262,0.023,-0.03,0.0001,0.073383225,0.073283225,-0.099902393,0.059126422
7/31/2010,0.0016,-0.0027,-0.0188,-0.0226,0.0189,0.0001,-0.044980336,-0.045080336,0.015233914,-0.14223306
8/31/2010,-0.03,-0.0195,0.0113,0.0161,-0.0018,0.0001,0.083753006,0.083653006,0.251876102,0.094876684
9/30/2010,0.0392,-0.0312,-0.0029,-0.0117,0.0135,0.0001,0.043759667,0.043659667,0.029109658,0.044270449
10/31/2010,0.0115,-0.0259,0.0028,0.0209,0.0163,0.0001,0,-0.0001,0.132279458,0.055361686
11/30/2010,0.037,-0.009,-0.0066,-0.0054,0.0253,0.0001,0.061271243,0.061171243,0.131520967,0.00163673
12/31/2010,0.007,0.0381,-0.0463,-0.0014,-0.0319,0.0001,0.028681782,0.028581782,0.553246762,0.020447033
1/31/2011,-0.0247,0.0081,-0.0081,0.0301,-0.0033,0.0001,0.034737441,0.034637441,-0.052675762,0.000465893
2/28/2011,0.0152,0.0109,-0.0135,0.0075,0.0201,0.0001,-0.004206,-0.004306,-0.185348216,-0.052125757
3/31/2011,0.026,-0.0155,0.0127,0.0042,0.0355,0.0001,0.033431649,0.033331649,0.083422837,0.147175053
4/30/2011,-0.0034,-0.0251,0.0145,0.0054,0.0006,0,-0.011214568,-0.011214568,0.002000523,-0.027645752
5/31/2011,-0.007,-0.0206,0.0288,0.0145,-0.006,0,-0.021719906,-0.021719906,-0.204591041,-0.007817938
6/30/2011,-0.0018,-0.0031,0.0288,0.0045,0.0173,0,-0.015146113,-0.015146113,-0.132371291,0.007671642
7/31/2011,-0.0131,-0.0123,0.0067,-0.003,0.0009,0,-0.054975275,-0.054975275,-0.03759958,-0.098522305
8/31/2011,-0.0306,-0.0244,0.0596,0.0081,-0.0033,0.0001,-0.074210392,-0.074310392,-0.060105303,0.070459036
9/30/2011,-0.0348,-0.0146,0.0663,0.0202,-0.0257,0,0.114885185,0.114885185,0.183053746,0.149953212
10/31/2011,0.0341,-0.0017,-0.0417,-0.0599,-0.0143,0,-0.004063673,-0.004063673,0.056081202,0.015077321
11/30/2011,-0.0017,-0.0035,0.0318,0.0046,0.0399,0,0.004080254,0.004080254,-0.113243871,-0.01784743
12/31/2011,-0.0071,0.0174,0.0087,0.0128,0.0193,0,0.053010861,0.053010861,0.065656558,0.089484456
1/31/2012,0.0215,-0.0109,-0.0355,0.0068,-0.0792,0,0.04340553,0.04340553,0.025727931,0.017410863
2/29/2012,-0.0175,0.0009,-0.0086,0.0255,-0.0031,0,0.027660077,0.027660077,0.01650173,0.054490676
3/31/2012,-0.0061,0.0087,0.0049,0.0394,0.0151,0,-0.002322493,-0.002322493,-0.155844222,0.00995737
4/30/2012,-0.0052,-0.0047,0.005,0.0287,0.0383,0,-0.060055853,-0.060055853,-0.043846243,-0.090140757
5/31/2012,0.0002,-0.0062,0.0313,0.0234,0.0662,0.0001,0.035217407,0.035117407,0.111826346,0.038822876
6/30/2012,0.0077,0.0044,-0.0058,0.0105,-0.0113,0,0.017072053,0.017072053,-0.020260282,-0.035647575
7/31/2012,-0.0258,-0.0025,0.0062,0.0102,0.0313,0,0.025052668,0.025052668,0.036188806,-0.033852375
8/31/2012,0.0041,0.0128,-0.0054,-0.0087,-0.0248,0.0001,0.019906377,0.019806377,-0.049180478,-0.079399331
9/30/2012,0.005,0.0152,-0.0127,0.0081,-0.0102,0.0001,-0.012957047,-0.013057047,-0.101949128,-0.045454808
10/31/2012,-0.0114,0.0379,-0.0212,0.0217,0.0009,0.0001,0.005659483,0.005559483,-0.000834489,-0.095238031
11/30/2012,0.0059,-0.0096,0.0128,-0.0133,0.0038,0.0001,0.001829328,0.001729328,0.030835327,0.0645108
12/31/2012,0.0147,0.0355,-0.0243,-0.0098,-0.0294,0.0001,0.058645743,0.058545743,0,0.020368898
1/31/2013,0.0039,0.0092,-0.0208,0.0446,-0.0186,0,0.012758853,0.012758853,0.032626344,-0.007604501
2/28/2013,-0.0045,0,0.0043,0.0181,0.013,0,0.033374983,0.033374983,0.019645485,0.057218613
3/31/2013,0.0079,-0.0026,-0.0046,0.0235,0.0195,0,0.023745377,0.023745377,0.073265731,0.096611851
4/30/2013,-0.0244,0.0059,-0.0094,0.0169,0.0024,0,0.02360974,0.02360974,0.050835027,0.013778841
5/31/2013,0.0167,0.0255,0.0017,-0.0142,-0.0181,0,-0.018537787,-0.018537787,-0.024787814,0.007341119
6/30/2013,0.0122,-0.0019,0.0136,0.0204,0.006,0,0.057242058,0.057242058,0.028489962,-0.03673117
7/31/2013,0.0186,0.0055,-0.0105,0.0177,0.0172,0,-0.029992726,-0.029992726,0.021467907,-0.05826941
8/31/2013,0.003,-0.0278,0.0087,-0.0038,0.0003,0,0.026642089,0.026642089,0.060234414,0.052969593
9/30/2013,0.0294,-0.0118,-0.0083,0.0081,0.0301,0,0.051406716,0.051406716,-0.023778895,0.067626366
10/31/2013,-0.0149,0.0115,0.0156,0.0291,0.0016,0,0.029637854,0.029637854,0.026991547,-0.025745658
11/30/2013,0.0124,0.0024,0.0144,0.0195,0.0041,0,0.020387008,0.020387008,0.032484587,0.099119781
12/31/2013,-0.005,-0.003,-0.0143,0.0025,0.0007,0,-0.030010787,-0.030010787,-0.019974976,-0.054699514
1/31/2014,0.0087,-0.0208,-0.039,0.0202,0.017,0,0.045515787,0.045515787,0.170700656,0.008964976
2/28/2014,0.0033,-0.0039,-0.0077,-0.0017,0.0207,0,0.003865204,0.003865204,-0.021171644,0.052347652
3/31/2014,-0.0189,0.0509,0.0162,0.0158,-0.0331,0,0.011395609,0.011395609,0.031267509,0.034095366
4/30/2014,-0.0425,0.0114,0.0038,0.0025,-0.0387,0,0.023206137,0.023206137,0.028694947,0.023604207
5/31/2014,-0.0183,-0.0026,0.0014,0.0108,0.0114,0,0.015777516,0.015777516,-0.019715988,0.140758152
6/30/2014,0.0306,-0.0074,-0.0181,-0.0037,0.007,0,-0.008710095,-0.008710095,-0.056094775,0.096763808
7/31/2014,-0.0423,0.0001,0.0113,0.0095,-0.0024,0,0.039463462,0.039463462,0.11142844,0.030392399
8/31/2014,0.0037,-0.0057,-0.0022,0.0169,0.0081,0,-0.018384566,-0.018384566,-0.047217578,0.003769003
9/30/2014,-0.0382,-0.0122,0.0357,0.0247,0.0051,0,0.028335173,0.028335173,0.059078405,-0.023262422
10/31/2014,0.0423,-0.0169,0.0425,0.0204,0.0002,0,0.027472045,0.027472045,0.07318299,0.09526618
11/30/2014,-0.0206,-0.0299,0.0279,0.0228,0.0103,0,-0.008011396,-0.008011396,-0.039825571,-0.01938379
12/31/2014,0.0254,0.0207,0.0022,0.0037,0.0108,0,-0.024273734,-0.024273734,-0.042394143,-0.089556647
1/31/2015,-0.0057,-0.0347,-0.0109,0.0255,0.0386,0,0.056204631,0.056204631,0.148958304,0.00635616
2/28/2015,0.0053,-0.0177,0.0049,-0.0202,-0.0286,0,-0.020079933,-0.020079933,-0.047570371,-0.052803235
3/31/2015,0.0305,-0.0045,0.0011,0.0132,0.0297,0,0.014341639,0.014341639,0.060678073,0.040933601
4/30/2015,-0.0297,0.0185,-0.0111,-0.0202,-0.0737,0,0.012856251,0.012856251,-0.003153224,0.058679238
5/31/2015,0.0094,-0.0133,0.0027,0.0264,0.0597,0,-0.025054528,-0.025054528,-0.087072393,-0.110853969
6/30/2015,0.0281,-0.0081,0.024,0.0195,0.031,0,0.027563394,0.027563394,-0.00795628,-0.048323542
7/31/2015,-0.0415,-0.0414,0.0184,0.0498,0.1029,0,-0.053871618,-0.053871618,0.126817067,-0.014162406
8/31/2015,0.0049,0.0269,0.0181,-0.0149,-0.0208,0,-0.03780877,-0.03780877,0.101143832,0.064834889
9/30/2015,-0.0264,0.0053,0.0559,0.0547,0.0531,0,0.095736235,0.095736235,0.150912676,0.12342394
10/31/2015,-0.0198,-0.0009,0.0014,-0.0107,-0.0394,0,-0.000957513,-0.000957513,0.118082634,0.026875247
11/30/2015,0.0364,-0.0051,0.007,0.0129,0.0227,0,-0.023096284,-0.023096284,0.043037725,-0.002223887
12/31/2015,-0.0281,-0.0257,0.0129,0.0258,0.0342,0.0001,-0.044131425,-0.044231425,-0.11134717,-0.099564496
1/31/2016,-0.0339,0.021,0.0788,0.0075,0.0143,0.0001,-0.00082617,-0.00092617,0.070672696,-0.046099143
2/29/2016,0.0078,-0.0048,0.0251,-0.0057,-0.0409,0.0002,0.061789759,0.061589759,0.140299851,0.102897108
3/31/2016,0.0089,0.0114,-0.022,-0.0247,-0.0517,0.0002,0.009119269,0.008919269,-0.002806607,-0.063987522
4/30/2016,0.0067,0.0325,-0.0496,-0.0272,-0.0622,0.0001,0.01701165,0.01691165,0.314945265,0.043262786
5/31/2016,-0.0026,-0.018,0.0048,0.0219,0.0191,0.0001,-0.001715771,-0.001815771,0.008820269,0.047271945
6/30/2016,0.0065,-0.0149,0.0077,0.0286,0.0421,0.0002,0.041861312,0.041661312,0.214634775,0.062804814
7/31/2016,0.0264,-0.0113,-0.0006,0.0234,-0.0306,0.0002,0.001197585,0.000997585,0.074255847,0.029546794
8/31/2016,0.0117,0.0334,0.0012,-0.0187,-0.0313,0.0002,-0.004968338,-0.005168338,0.119110909,0.059797857
9/30/2016,0.0201,-0.0149,-0.031,-0.0021,-0.0055,0.0002,-0.012373301,-0.012573301,0.038529036,-0.076291305
10/31/2016,-0.0436,0.0416,0.0275,0.0118,0.0064,0.0002,0.036838673,0.036638673,0.295671433,-0.004875163
11/30/2016,0.0548,0.0827,0.0063,-0.0165,-0.0421,0.0001,0.01429328,0.01419328,0.159433957,0.053158908
12/31/2016,0.0008,0.0361,0.0154,0.0385,-0.0038,0.0003,0.023894414,0.023594414,0.022859451,0.015164069
1/31/2017,-0.01,-0.0275,-0.026,0.001,-0.0097,0.0004,0.039291434,0.038891434,-0.070525815,-0.016838568
2/28/2017,-0.0199,-0.0179,0.0125,0.018,-0.0166,0.0004,-0.003087058,-0.003487058,0.074768293,0.003521827
3/31/2017,0.012,-0.0317,0.0085,0.014,-0.0097,0.0003,0.014319884,0.014019884,-0.042504405,0.00221817
4/30/2017,0.0073,-0.0191,0.0242,0.0204,0.0052,0.0005,0.014112809,0.013612809,0.383988351,-0.00110633
5/31/2017,-0.0254,-0.0375,0.0236,0.0244,0.0143,0.0006,0.001491109,0.000891109,0.002509782,-0.058682038
6/30/2017,0.0215,0.0132,-0.0138,0.0009,-0.0022,0.0006,0.025530998,0.024930998,0.124169604,0.051274606
7/31/2017,-0.0142,-0.0028,-0.0065,0.0027,0.0162,0.0007,0.002917732,0.002217732,0.04264368,-0.011277242
8/31/2017,-0.0171,-0.0226,-0.0022,-0.0005,0.0357,0.0009,0.015111715,0.014211715,0.055992625,0.093979502
9/30/2017,0.0453,0.0302,-0.0046,-0.0019,-0.012,0.0009,0.028643541,0.027743541,0.156849494,0.194590187
10/31/2017,-0.0195,-0.0008,0.0218,0.0037,0.0428,0.0009,0.030566008,0.029666008,0.023209774,-0.014288684
11/30/2017,-0.0063,0.0002,0.0226,0.0183,-0.0075,0.0008,0.006980902,0.006180902,-0.084946673,0.035538484
12/31/2017,-0.0127,0.0011,-0.0167,0.0053,-0.0159,0.0009,0.061758368,0.060858368,0.270284207,0.042894299
1/31/2018,-0.0306,-0.0141,0.0094,-0.001,0.04,0.0011,-0.036360241,-0.037460241,-0.015459783,0.023888638
2/28/2018,0.0028,-0.012,0.0176,-0.0201,0.0398,0.0011,-0.031290121,-0.032390121,-0.042421725,0.063772029
3/31/2018,0.0395,-0.0008,-0.0034,0.0261,-0.0125,0.0012,0.009193838,0.007993838,-0.028887292,-0.00883252
4/30/2018,0.0108,0.005,-0.0147,0.001,0.0027,0.0014,0.024309121,0.022909121,0.121342774,0.06935285
5/31/2018,0.0524,-0.0313,-0.0048,0.0051,0.0376,0.0014,0.001254852,-0.000145148,-0.060047917,-0.094258966
6/30/2018,0.0115,-0.0241,0.0075,0.0247,-0.0254,0.0014,0.01411284,0.01271284,0.033600659,-0.032387883
